Date,Price_INR,Change%_INR,Date_CNY,Price_CNY,Change%_CNY,Date_AUD,Price_AUD,Change%_AUD,Date_EUR,Price_EUR,Change%_EUR
10/3/17,65.485,0.27%,11/23/17,6.5835,-0.40%,12/11/17,1.3288,-0.26%,10/23/18,0.8717,-0.06%
10/2/17,65.31,0.00%,11/22/17,6.6102,-0.29%,12/8/17,1.3323,0.08%,10/22/18,0.8722,0.43%
9/29/17,65.31,-0.24%,11/21/17,6.6296,-0.08%,12/7/17,1.3312,0.69%,10/19/18,0.8685,-0.53%
9/28/17,65.47,-0.37%,11/20/17,6.635,0.12%,12/6/17,1.3221,0.56%,10/18/18,0.8731,0.43%
9/27/17,65.715,0.39%,11/17/17,6.6268,-0.06%,12/5/17,1.3147,-0.10%,10/17/18,0.8694,0.63%
9/26/17,65.46,0.51%,11/16/17,6.6307,0.11%,12/4/17,1.316,0.14%,10/16/18,0.864,0.03%
9/25/17,65.127,0.51%,11/15/17,6.6235,-0.19%,12/1/17,1.3141,-0.57%,10/15/18,0.8637,-0.14%
9/22/17,64.795,-0.02%,11/14/17,6.6363,-0.06%,11/30/17,1.3216,0.06%,10/12/18,0.8649,0.28%
9/21/17,64.81,0.80%,11/13/17,6.6405,-0.01%,11/29/17,1.3208,0.32%,10/11/18,0.8625,-0.63%
9/20/17,64.293,-0.01%,11/10/17,6.6414,0.02%,11/28/17,1.3166,0.09%,10/10/18,0.868,-0.26%
9/19/17,64.3,0.22%,11/9/17,6.6403,0.19%,11/27/17,1.3154,0.16%,10/9/18,0.8703,0.02%
9/18/17,64.158,0.07%,11/8/17,6.628,-0.18%,11/24/17,1.3133,0.14%,10/8/18,0.8701,0.27%
9/15/17,64.11,-0.02%,11/7/17,6.64,0.09%,11/23/17,1.3115,-0.08%,10/5/18,0.8678,-0.08%
9/14/17,64.123,0.18%,11/6/17,6.6338,-0.08%,11/22/17,1.3126,-0.52%,10/4/18,0.8685,-0.31%
9/13/17,64.01,-0.03%,11/3/17,6.639,0.46%,11/21/17,1.3195,-0.38%,10/3/18,0.8712,0.61%
9/12/17,64.031,0.15%,11/2/17,6.6089,0.09%,11/20/17,1.3245,0.21%,10/2/18,0.8659,0.24%
9/11/17,63.935,0.24%,11/1/17,6.6029,-0.48%,11/17/17,1.3217,0.29%,10/1/18,0.8638,0.28%
9/8/17,63.785,-0.36%,10/31/17,6.6349,-0.17%,11/16/17,1.3179,0.02%,9/28/18,0.8614,0.28%
9/7/17,64.015,-0.07%,10/30/17,6.6465,-0.07%,11/15/17,1.3176,0.56%,9/27/18,0.859,0.85%
9/6/17,64.06,-0.07%,10/27/17,6.6514,0.13%,11/14/17,1.3103,-0.13%,9/26/18,0.8518,0.27%
9/5/17,64.105,0.10%,10/26/17,6.6426,0.05%,11/13/17,1.312,0.52%,9/25/18,0.8495,-0.20%
9/4/17,64.04,0.02%,10/25/17,6.6391,0.05%,11/10/17,1.3052,0.24%,9/24/18,0.8512,0.02%
9/1/17,64.025,0.14%,10/24/17,6.6358,-0.06%,11/9/17,1.3021,-0.03%,9/21/18,0.851,0.22%
8/31/17,63.935,-0.09%,10/23/17,6.64,0.29%,11/8/17,1.3025,-0.41%,9/20/18,0.8491,-0.89%
8/30/17,63.99,-0.04%,10/20/17,6.6205,0.08%,11/7/17,1.3079,0.60%,9/19/18,0.8567,-0.04%
8/29/17,64.015,0.17%,10/19/17,6.6151,-0.19%,11/6/17,1.3001,-0.53%,9/18/18,0.857,0.13%
8/28/17,63.905,-0.16%,10/18/17,6.6274,0.06%,11/3/17,1.307,0.81%,9/17/18,0.8559,-0.45%
8/25/17,64.005,-0.06%,10/17/17,6.6235,0.51%,11/2/17,1.2965,-0.48%,9/14/18,0.8598,0.50%
8/24/17,64.045,0.00%,10/16/17,6.5899,0.16%,11/1/17,1.3028,-0.25%,9/13/18,0.8555,-0.53%
8/23/17,64.045,-0.04%,10/13/17,6.5796,-0.13%,10/31/17,1.306,0.40%,9/12/18,0.8601,-0.17%
8/22/17,64.073,-0.06%,10/12/17,6.588,-0.03%,10/30/17,1.3008,-0.12%,9/11/18,0.8616,-0.12%
8/21/17,64.11,0.02%,10/11/17,6.5903,0.29%,10/27/17,1.3023,-0.23%,9/10/18,0.8626,-0.35%
8/18/17,64.095,-0.12%,10/10/17,6.5714,-0.82%,10/26/17,1.3053,0.56%,9/7/18,0.8656,0.59%
8/17/17,64.17,0.00%,10/9/17,6.6255,-0.42%,10/25/17,1.298,0.93%,9/6/18,0.8605,0.07%
8/16/17,64.17,0.08%,10/6/17,6.6534,0.00%,10/24/17,1.286,0.39%,9/5/18,0.8599,-0.41%
8/15/17,64.12,0.05%,10/5/17,6.6534,0.00%,10/23/17,1.281,0.16%,9/4/18,0.8634,0.36%
8/14/17,64.09,-0.08%,10/4/17,6.6534,0.00%,10/20/17,1.279,0.78%,9/3/18,0.8603,-0.19%
8/11/17,64.14,0.07%,10/3/17,6.6534,0.00%,10/19/17,1.2691,-0.43%,8/31/18,0.8619,0.58%
8/10/17,64.095,0.37%,10/2/17,6.6534,0.00%,10/18/17,1.2746,0.00%,8/30/18,0.8569,0.33%
8/9/17,63.86,0.26%,9/29/17,6.6534,-0.16%,10/17/17,1.2746,0.07%,8/29/18,0.8541,-0.11%
8/8/17,63.692,-0.23%,9/28/17,6.664,0.32%,10/16/17,1.2737,0.49%,8/28/18,0.855,-0.15%
8/7/17,63.84,0.26%,9/27/17,6.6425,0.04%,10/13/17,1.2675,-0.86%,8/27/18,0.8563,-0.49%
8/4/17,63.675,-0.05%,9/26/17,6.64,0.28%,10/12/17,1.2785,-0.43%,8/24/18,0.8605,-0.70%
8/3/17,63.705,0.11%,9/25/17,6.6212,0.46%,10/11/17,1.284,-0.12%,8/23/18,0.8666,0.50%
8/2/17,63.635,-0.72%,9/22/17,6.5911,0.02%,10/10/17,1.2856,-0.33%,8/22/18,0.8623,-0.22%
8/1/17,64.095,-0.16%,9/21/17,6.5899,0.23%,10/9/17,1.2898,0.22%,8/21/18,0.8642,-0.78%
7/31/17,64.2,0.13%,9/20/17,6.5749,-0.14%,10/6/17,1.287,0.33%,8/20/18,0.871,-0.38%
7/28/17,64.115,-0.02%,9/19/17,6.5838,0.15%,10/5/17,1.2828,0.87%,8/17/18,0.8743,-0.53%
7/27/17,64.125,-0.36%,9/18/17,6.5742,0.33%,10/4/17,1.2717,-0.37%,8/16/18,0.879,-0.27%
7/26/17,64.355,-0.05%,9/15/17,6.5526,-0.05%,10/3/17,1.2764,-0.09%,8/15/18,0.8814,-0.01%
7/25/17,64.385,-0.02%,9/14/17,6.556,0.20%,10/2/17,1.2776,0.09%,8/14/18,0.8815,0.57%
7/24/17,64.395,0.02%,9/13/17,6.543,0.12%,9/29/17,1.2765,0.29%,8/13/18,0.8765,0.02%
7/21/17,64.385,0.02%,9/12/17,6.5354,0.09%,9/28/17,1.2728,-0.09%,8/10/18,0.8763,1.00%
7/20/17,64.375,0.16%,9/11/17,6.5297,0.74%,9/27/17,1.274,0.48%,8/9/18,0.8676,0.74%
7/19/17,64.27,-0.07%,9/8/17,6.4817,-0.08%,9/26/17,1.2679,0.63%,8/8/18,0.8612,-0.10%
7/18/17,64.316,-0.05%,9/7/17,6.4866,-0.57%,9/25/17,1.26,0.33%,8/7/18,0.8621,-0.40%
7/17/17,64.345,-0.12%,9/6/17,6.524,-0.23%,9/22/17,1.2558,-0.36%,8/6/18,0.8656,0.13%
7/14/17,64.424,-0.06%,9/5/17,6.5388,0.12%,9/21/17,1.2604,1.24%,8/3/18,0.8645,0.15%
7/13/17,64.46,-0.02%,9/4/17,6.5309,-0.43%,9/20/17,1.245,-0.28%,8/2/18,0.8632,0.64%
7/12/17,64.475,-0.14%,9/1/17,6.5591,-0.47%,9/19/17,1.2485,-0.61%,8/1/18,0.8577,0.27%
7/11/17,64.565,0.14%,8/31/17,6.5899,-0.07%,9/18/17,1.2562,0.53%,7/31/18,0.8554,0.14%
7/10/17,64.475,-0.23%,8/30/17,6.5944,-0.04%,9/15/17,1.2496,0.05%,7/30/18,0.8542,-0.43%
7/7/17,64.625,-0.15%,8/29/17,6.5968,-0.29%,9/14/17,1.249,-0.27%,7/27/18,0.8579,-0.12%
7/6/17,64.725,-0.12%,8/28/17,6.6159,-0.51%,9/13/17,1.2524,0.40%,7/26/18,0.8589,0.73%
7/5/17,64.8,0.02%,8/25/17,6.6498,-0.18%,9/12/17,1.2474,0.16%,7/25/18,0.8527,-0.36%
7/4/17,64.79,-0.08%,8/24/17,6.662,0.05%,9/11/17,1.2454,0.36%,7/24/18,0.8558,0.07%
7/3/17,64.845,0.35%,8/23/17,6.6589,-0.05%,9/8/17,1.2409,-0.14%,7/23/18,0.8552,0.23%
6/30/17,64.62,-0.06%,8/22/17,6.6624,-0.05%,9/7/17,1.2427,-0.58%,7/20/18,0.8532,-0.66%
6/29/17,64.66,0.21%,8/21/17,6.6656,-0.08%,9/6/17,1.25,-0.06%,7/19/18,0.8589,-0.03%
6/28/17,64.525,0.08%,8/18/17,6.6712,-0.06%,9/5/17,1.2507,-0.64%,7/18/18,0.8592,0.19%
6/27/17,64.475,0.06%,8/17/17,6.6755,-0.24%,9/4/17,1.2587,0.29%,7/17/18,0.8576,0.43%
6/26/17,64.435,-0.11%,8/16/17,6.6916,0.09%,9/1/17,1.255,-0.27%,7/16/18,0.8539,-0.22%
6/23/17,64.505,-0.15%,8/15/17,6.6855,0.22%,8/31/17,1.2584,-0.53%,7/13/18,0.8558,-0.11%
6/22/17,64.605,0.12%,8/14/17,6.6711,0.10%,8/30/17,1.2651,0.54%,7/12/18,0.8567,0.00%
6/21/17,64.53,-0.02%,8/11/17,6.6647,0.26%,8/29/17,1.2583,0.20%,7/11/18,0.8567,0.61%
6/20/17,64.54,0.07%,8/10/17,6.6475,-0.40%,8/28/17,1.2558,-0.42%,7/10/18,0.8515,0.07%
6/19/17,64.495,0.05%,8/9/17,6.6739,-0.49%,8/25/17,1.2611,-0.35%,7/9/18,0.8509,-0.04%
6/16/17,64.465,-0.15%,8/8/17,6.7065,-0.22%,8/24/17,1.2655,0.03%,7/6/18,0.8512,-0.49%
6/15/17,64.565,0.51%,8/7/17,6.7214,-0.11%,8/23/17,1.2651,0.09%,7/5/18,0.8554,-0.29%
6/14/17,64.235,-0.17%,8/4/17,6.729,0.18%,8/22/17,1.264,0.35%,7/4/18,0.8579,0.00%
6/13/17,64.345,-0.21%,8/3/17,6.7169,-0.07%,8/21/17,1.2596,-0.11%,7/3/18,0.8579,-0.14%
6/12/17,64.48,0.37%,8/2/17,6.7219,0.06%,8/18/17,1.261,-0.55%,7/2/18,0.8591,0.39%
6/9/17,64.245,-0.01%,8/1/17,6.7181,-0.12%,8/17/17,1.268,0.48%,6/29/18,0.8558,-0.98%
6/8/17,64.25,-0.29%,7/31/17,6.7265,-0.16%,8/16/17,1.2619,-1.31%,6/28/18,0.8643,-0.15%
6/7/17,64.435,0.01%,7/28/17,6.7374,-0.08%,8/15/17,1.2786,0.38%,6/27/18,0.8656,0.82%
6/6/17,64.43,0.12%,7/27/17,6.743,-0.16%,8/14/17,1.2737,0.57%,6/26/18,0.8586,0.48%
6/5/17,64.35,-0.10%,7/26/17,6.7539,0.04%,8/11/17,1.2665,-0.26%,6/25/18,0.8545,-0.40%
6/2/17,64.415,-0.10%,7/25/17,6.7511,0.00%,8/10/17,1.2698,0.17%,6/22/18,0.8579,-0.46%
6/1/17,64.478,-0.05%,7/24/17,6.7511,-0.23%,8/9/17,1.2677,0.32%,6/21/18,0.8619,-0.25%
5/31/17,64.51,-0.19%,7/21/17,6.7669,0.11%,8/8/17,1.2637,0.00%,6/20/18,0.8641,0.14%
5/30/17,64.635,0.15%,7/20/17,6.7595,0.11%,8/7/17,1.2637,0.17%,6/19/18,0.8629,0.30%
5/29/17,64.54,0.05%,7/19/17,6.7519,0.08%,8/4/17,1.2616,0.29%,6/18/18,0.8603,-0.13%
5/26/17,64.51,-0.07%,7/18/17,6.7463,-0.35%,8/3/17,1.258,0.23%,6/15/18,0.8614,-0.34%
5/25/17,64.555,-0.33%,7/17/17,6.77,-0.09%,8/2/17,1.2551,0.01%,6/14/18,0.8643,1.91%
5/24/17,64.77,-0.19%,7/14/17,6.7758,-0.11%,8/1/17,1.255,0.44%,6/13/18,0.8481,-0.40%
5/23/17,64.895,0.60%,7/13/17,6.7835,-0.06%,7/31/17,1.2495,-0.21%,6/12/18,0.8515,0.33%
5/22/17,64.51,-0.09%,7/12/17,6.7877,-0.22%,7/28/17,1.2521,-0.24%,6/11/18,0.8487,-0.13%
5/19/17,64.565,-0.49%,7/11/17,6.8025,-0.02%,7/27/17,1.2551,0.49%,6/8/18,0.8498,0.26%
5/18/17,64.88,1.17%,7/10/17,6.8036,-0.04%,7/26/17,1.249,-0.87%,6/7/18,0.8476,-0.21%
5/17/17,64.13,0.13%,7/7/17,6.806,0.07%,7/25/17,1.26,-0.16%,6/6/18,0.8494,-0.47%
5/16/17,64.045,-0.03%,7/6/17,6.8015,0.00%,7/24/17,1.262,-0.10%,6/5/18,0.8534,-0.16%
5/15/17,64.065,-0.28%,7/5/17,6.8015,0.01%,7/21/17,1.2633,0.54%,6/4/18,0.8548,-0.33%
5/12/17,64.243,-0.25%,7/4/17,6.8007,0.00%,7/20/17,1.2565,-0.07%,6/1/18,0.8576,0.28%
5/11/17,64.405,-0.33%,7/3/17,6.8007,0.29%,7/19/17,1.2574,-0.46%,5/31/18,0.8552,-0.27%
5/10/17,64.615,-0.10%,6/30/17,6.7809,-0.09%,7/18/17,1.2632,-1.47%,5/30/18,0.8575,-1.05%
5/9/17,64.68,0.50%,6/29/17,6.787,-0.19%,7/17/17,1.282,0.42%,5/29/18,0.8666,0.73%
5/8/17,64.36,0.07%,6/28/17,6.7998,-0.19%,7/14/17,1.2767,-1.31%,5/28/18,0.8603,0.24%
5/5/17,64.315,0.16%,6/27/17,6.8126,-0.42%,7/13/17,1.2936,-0.68%,5/25/18,0.8582,0.59%
5/4/17,64.215,0.08%,6/26/17,6.8411,0.07%,7/12/17,1.3024,-0.53%,5/24/18,0.8532,-0.21%
5/3/17,64.165,0.00%,6/23/17,6.8366,0.02%,7/11/17,1.3094,-0.40%,5/23/18,0.855,0.72%
5/2/17,64.165,-0.14%,6/22/17,6.8349,0.08%,7/10/17,1.3146,-0.02%,5/22/18,0.8489,0.09%
5/1/17,64.255,-0.05%,6/21/17,6.8295,0.00%,7/7/17,1.3148,-0.26%,5/21/18,0.8481,-0.12%
4/28/17,64.29,0.27%,6/20/17,6.8292,0.14%,7/6/17,1.3182,0.22%,5/18/18,0.8491,0.15%
4/27/17,64.115,-0.02%,6/19/17,6.8195,0.13%,7/5/17,1.3153,0.02%,5/17/18,0.8478,0.11%
4/26/17,64.13,-0.31%,6/16/17,6.8104,0.04%,7/4/17,1.3151,0.75%,5/16/18,0.8469,0.25%
4/25/17,64.33,-0.25%,6/15/17,6.8079,0.24%,7/3/17,1.3053,0.38%,5/15/18,0.8448,0.75%
4/24/17,64.49,-0.25%,6/14/17,6.7916,-0.11%,6/30/17,1.3003,-0.09%,5/14/18,0.8385,0.14%
4/21/17,64.65,0.05%,6/13/17,6.7991,0.01%,6/29/17,1.3015,-0.56%,5/11/18,0.8373,-0.24%
4/20/17,64.62,-0.07%,6/12/17,6.7982,0.00%,6/28/17,1.3088,-0.76%,5/10/18,0.8393,-0.53%
4/19/17,64.665,0.09%,6/9/17,6.798,-0.03%,6/27/17,1.3188,0.03%,5/9/18,0.8438,0.12%
4/18/17,64.605,0.19%,6/8/17,6.8003,0.07%,6/26/17,1.3184,-0.21%,5/8/18,0.8428,0.49%
4/17/17,64.48,0.00%,6/7/17,6.7957,0.01%,6/23/17,1.3212,-0.35%,5/7/18,0.8387,0.31%
4/14/17,64.48,0.05%,6/6/17,6.7953,-0.13%,6/22/17,1.3259,0.15%,5/4/18,0.8361,0.24%
4/13/17,64.445,-0.38%,6/5/17,6.804,-0.11%,6/21/17,1.3239,0.36%,5/3/18,0.8341,-0.31%
4/12/17,64.69,0.21%,6/2/17,6.8117,0.06%,6/20/17,1.3192,0.24%,5/2/18,0.8367,0.35%
4/11/17,64.555,-0.08%,6/1/17,6.8078,-0.03%,6/19/17,1.316,0.29%,5/1/18,0.8338,0.71%
4/10/17,64.605,0.52%,5/31/17,6.8101,-0.66%,6/16/17,1.3122,-0.55%,4/30/18,0.8279,0.42%
4/7/17,64.27,-0.52%,5/30/17,6.8556,0.00%,6/15/17,1.3195,0.12%,4/27/18,0.8244,-0.23%
4/6/17,64.606,-0.41%,5/29/17,6.8556,0.00%,6/14/17,1.3179,-0.66%,4/26/18,0.8263,0.49%
4/5/17,64.875,-0.31%,5/26/17,6.8556,-0.19%,6/13/17,1.3267,0.05%,4/25/18,0.8223,0.59%
4/4/17,65.08,0.15%,5/25/17,6.8689,-0.30%,6/12/17,1.326,-0.14%,4/24/18,0.8175,-0.18%
4/3/17,64.985,0.19%,5/24/17,6.8899,0.00%,6/9/17,1.3279,0.20%,4/23/18,0.819,0.64%
3/31/17,64.86,0.00%,5/23/17,6.89,0.05%,6/8/17,1.3252,0.06%,4/20/18,0.8138,0.48%
3/30/17,64.86,-0.02%,5/22/17,6.8864,0.02%,6/7/17,1.3244,-0.56%,4/19/18,0.8099,0.21%
3/29/17,64.875,-0.26%,5/19/17,6.885,-0.06%,6/6/17,1.3318,-0.29%,4/18/18,0.8082,-0.02%
3/28/17,65.045,0.08%,5/18/17,6.8892,0.11%,6/5/17,1.3357,-0.54%,4/17/18,0.8084,0.07%
3/27/17,64.995,-0.66%,5/17/17,6.8819,-0.07%,6/2/17,1.343,-0.97%,4/16/18,0.8078,-0.38%
3/24/17,65.425,-0.05%,5/16/17,6.8867,-0.09%,6/1/17,1.3561,0.77%,4/13/18,0.8109,-0.05%
3/23/17,65.455,0.00%,5/15/17,6.893,-0.09%,5/31/17,1.3458,0.47%,4/12/18,0.8113,0.33%
3/22/17,65.455,0.17%,5/12/17,6.8994,-0.06%,5/30/17,1.3395,-0.33%,4/11/18,0.8086,-0.10%
3/21/17,65.345,0.00%,5/11/17,6.9036,0.01%,5/29/17,1.344,0.09%,4/10/18,0.8094,-0.27%
3/20/17,65.345,-0.20%,5/10/17,6.9032,-0.06%,5/26/17,1.3428,0.09%,4/9/18,0.8116,-0.32%
3/17/17,65.475,0.14%,5/9/17,6.9074,0.04%,5/25/17,1.3416,0.68%,4/6/18,0.8142,-0.34%
3/16/17,65.385,-0.37%,5/8/17,6.9045,0.02%,5/24/17,1.3325,-0.35%,4/5/18,0.817,0.31%
3/15/17,65.63,-0.22%,5/5/17,6.9031,0.10%,5/23/17,1.3372,-0.03%,4/4/18,0.8145,-0.05%
3/14/17,65.775,-0.61%,5/4/17,6.8962,-0.04%,5/22/17,1.3376,-0.19%,4/3/18,0.8149,0.26%
3/13/17,66.18,-0.56%,5/3/17,6.8989,0.04%,5/19/17,1.3402,-0.57%,4/2/18,0.8128,0.16%
3/10/17,66.555,-0.20%,5/2/17,6.896,0.04%,5/18/17,1.3479,0.16%,3/30/18,0.8115,-0.17%
3/9/17,66.69,-0.11%,5/1/17,6.8935,0.00%,5/17/17,1.3458,-0.05%,3/29/18,0.8129,0.05%
3/8/17,66.765,0.21%,4/28/17,6.8935,-0.06%,5/16/17,1.3465,-0.19%,3/28/18,0.8125,0.77%
3/7/17,66.625,-0.07%,4/27/17,6.8979,0.08%,5/15/17,1.349,-0.36%,3/27/18,0.8063,0.32%
3/6/17,66.675,-0.16%,4/26/17,6.8926,0.11%,5/12/17,1.3539,-0.10%,3/26/18,0.8037,-0.72%
3/3/17,66.78,-0.01%,4/25/17,6.8847,0.00%,5/11/17,1.3552,-0.14%,3/23/18,0.8095,-0.41%
3/2/17,66.785,-0.12%,4/24/17,6.8848,-0.02%,5/10/17,1.3571,-0.32%,3/22/18,0.8128,0.28%
3/1/17,66.865,0.21%,4/21/17,6.8859,0.05%,5/9/17,1.3615,0.58%,3/21/18,0.8105,-0.77%
2/28/17,66.725,0.04%,4/20/17,6.8822,-0.08%,5/8/17,1.3537,0.46%,3/20/18,0.8168,0.75%
2/27/17,66.7,0.08%,4/19/17,6.888,0.09%,5/5/17,1.3475,-0.16%,3/19/18,0.8107,-0.37%
2/24/17,66.645,-0.07%,4/18/17,6.8819,-0.01%,5/4/17,1.3497,0.19%,3/16/18,0.8137,0.12%
2/23/17,66.69,-0.39%,4/17/17,6.8823,-0.05%,5/3/17,1.3472,1.52%,3/15/18,0.8127,0.51%
2/22/17,66.95,-0.05%,4/14/17,6.8854,-0.07%,5/2/17,1.327,-0.14%,3/14/18,0.8086,0.19%
2/21/17,66.985,0.12%,4/13/17,6.89,-0.02%,5/1/17,1.3288,-0.49%,3/13/18,0.8071,-0.44%
2/20/17,66.905,-0.26%,4/12/17,6.8915,-0.01%,4/28/17,1.3354,-0.32%,3/12/18,0.8107,-0.22%
2/17/17,67.08,0.00%,4/11/17,6.8923,-0.16%,4/27/17,1.3397,0.13%,3/9/18,0.8125,0.04%
2/16/17,67.08,0.31%,4/10/17,6.9031,0.04%,4/26/17,1.3379,0.81%,3/8/18,0.8122,0.81%
2/15/17,66.875,0.06%,4/7/17,6.9004,0.04%,4/25/17,1.3271,0.47%,3/7/18,0.8057,-0.06%
2/14/17,66.835,-0.21%,4/6/17,6.8978,0.04%,4/24/17,1.3209,-0.36%,3/6/18,0.8062,-0.54%
2/13/17,66.975,0.18%,4/5/17,6.8948,0.11%,4/21/17,1.3257,-0.21%,3/5/18,0.8106,-0.15%
2/10/17,66.854,0.13%,4/4/17,6.8871,0.00%,4/20/17,1.3285,-0.40%,3/2/18,0.8118,-0.42%
2/9/17,66.765,-0.43%,4/3/17,6.8871,0.00%,4/19/17,1.3338,0.84%,3/1/18,0.8152,-0.59%
2/8/17,67.05,-0.45%,3/31/17,6.8871,-0.03%,4/18/17,1.3227,0.39%,2/28/18,0.82,0.31%
2/7/17,67.35,0.23%,3/30/17,6.8894,-0.01%,4/17/17,1.3175,-0.17%,2/27/18,0.8175,0.69%
2/6/17,67.195,0.02%,3/29/17,6.89,0.14%,4/14/17,1.3198,-0.11%,2/26/18,0.8119,-0.20%
2/3/17,67.184,-0.04%,3/28/17,6.8802,0.11%,4/13/17,1.3213,-0.62%,2/23/18,0.8135,0.31%
2/2/17,67.21,-0.30%,3/27/17,6.8728,-0.16%,4/12/17,1.3296,-0.29%,2/22/18,0.811,-0.38%
2/1/17,67.415,-0.15%,3/24/17,6.8837,-0.03%,4/11/17,1.3335,0.02%,2/21/18,0.8141,0.44%
1/31/17,67.515,-0.46%,3/23/17,6.8861,0.05%,4/10/17,1.3332,-0.02%,2/20/18,0.8105,0.56%
1/30/17,67.829,-0.41%,3/22/17,6.8828,-0.06%,4/7/17,1.3334,0.62%,2/19/18,0.806,-0.01%
1/27/17,68.105,-0.10%,3/21/17,6.8869,-0.31%,4/6/17,1.3252,0.32%,2/16/18,0.8061,0.81%
1/26/17,68.176,0.28%,3/20/17,6.9085,0.07%,4/5/17,1.321,-0.06%,2/15/18,0.7996,-0.45%
1/25/17,67.988,-0.22%,3/17/17,6.9034,0.08%,4/4/17,1.3218,0.52%,2/14/18,0.8032,-0.79%
1/24/17,68.138,0.13%,3/16/17,6.898,-0.24%,4/3/17,1.315,0.31%,2/13/18,0.8096,-0.48%
1/23/17,68.051,-0.04%,3/15/17,6.9147,0.00%,3/31/17,1.3109,0.16%,2/12/18,0.8135,-0.48%
1/20/17,68.075,-0.04%,3/14/17,6.915,0.01%,3/30/17,1.3088,0.38%,2/9/18,0.8174,0.11%
1/19/17,68.1,-0.18%,3/13/17,6.9145,0.07%,3/29/17,1.3038,-0.47%,2/8/18,0.8165,0.13%
1/18/17,68.22,0.53%,3/10/17,6.9095,-0.03%,3/28/17,1.3099,-0.21%,2/7/18,0.8154,0.93%
1/17/17,67.862,-0.35%,3/9/17,6.9113,-0.03%,3/27/17,1.3127,0.05%,2/6/18,0.8079,-0.07%
1/16/17,68.103,-0.11%,3/8/17,6.9131,0.15%,3/24/17,1.312,0.08%,2/5/18,0.8085,0.75%
1/13/17,68.18,0.06%,3/7/17,6.9025,0.07%,3/23/17,1.311,0.65%,2/2/18,0.8025,0.39%
1/12/17,68.141,-0.25%,3/6/17,6.8974,0.00%,3/22/17,1.3025,0.18%,2/1/18,0.7994,-0.71%
1/11/17,68.312,-0.02%,3/3/17,6.8972,0.11%,3/21/17,1.3002,0.51%,1/31/18,0.8051,-0.16%
1/10/17,68.327,0.33%,3/2/17,6.8899,0.12%,3/20/17,1.2936,-0.35%,1/30/18,0.8064,-0.15%
1/9/17,68.1,-0.02%,3/1/17,6.8819,0.21%,3/17/17,1.2981,-0.34%,1/29/18,0.8076,0.31%
1/6/17,68.115,0.55%,2/28/17,6.8678,-0.04%,3/16/17,1.3025,0.42%,1/26/18,0.8051,-0.20%
1/5/17,67.743,-0.21%,2/27/17,6.8708,0.03%,3/15/17,1.2971,-1.95%,1/25/18,0.8067,0.09%
1/4/17,67.886,-0.55%,2/24/17,6.869,0.04%,3/14/17,1.3229,0.15%,1/24/18,0.806,-0.87%
1/3/17,68.26,0.17%,2/23/17,6.8661,-0.17%,3/13/17,1.3209,-0.38%,1/23/18,0.8131,-0.29%
1/2/17,68.145,0.28%,2/22/17,6.8777,-0.09%,3/10/17,1.3259,-0.48%,1/22/18,0.8155,-0.33%
12/30/16,67.955,0.03%,2/21/17,6.8841,0.08%,3/9/17,1.3323,0.29%,1/19/18,0.8182,0.13%
12/29/16,67.935,-0.44%,2/20/17,6.8785,0.17%,3/8/17,1.3285,0.80%,1/18/18,0.8171,-0.43%
12/28/16,68.233,0.38%,2/17/17,6.8665,0.19%,3/7/17,1.3179,-0.12%,1/17/18,0.8206,0.61%
12/27/16,67.978,0.32%,2/16/17,6.8537,-0.25%,3/6/17,1.3195,0.22%,1/16/18,0.8156,0.01%
12/26/16,67.76,-0.12%,2/15/17,6.8711,0.05%,3/3/17,1.3166,-0.31%,1/15/18,0.8155,-0.62%
12/25/16,67.841,0.01%,2/14/17,6.8674,-0.20%,3/2/17,1.3207,1.40%,1/12/18,0.8206,-1.26%
12/23/16,67.837,-0.02%,2/13/17,6.8815,0.04%,3/1/17,1.3025,-0.25%,1/11/18,0.8311,-0.70%
12/22/16,67.848,0.02%,2/10/17,6.8785,0.14%,2/28/17,1.3058,0.20%,1/10/18,0.837,-0.08%
12/21/16,67.837,-0.12%,2/9/17,6.8689,-0.05%,2/27/17,1.3032,0.00%,1/9/18,0.8377,0.24%
12/20/16,67.917,0.11%,2/8/17,6.8723,-0.17%,2/24/17,1.3032,0.55%,1/8/18,0.8357,0.53%
12/19/16,67.844,0.00%,2/7/17,6.8843,0.31%,2/23/17,1.2961,-0.16%,1/5/18,0.8313,0.33%
12/18/16,67.845,-0.01%,2/6/17,6.863,-0.10%,2/22/17,1.2982,-0.35%,1/4/18,0.8286,-0.44%
12/16/16,67.855,0.00%,2/3/17,6.8697,-0.17%,2/21/17,1.3028,0.17%,1/3/18,0.8323,0.36%
12/15/16,67.857,0.57%,2/2/17,6.8816,0.00%,2/20/17,1.3006,-0.22%,1/2/18,0.8293,-0.41%
12/14/16,67.475,0.09%,2/1/17,6.8816,0.00%,2/17/17,1.3035,0.28%,1/1/18,0.8327,-0.10%
12/13/16,67.411,-0.03%,1/31/17,6.8816,0.00%,2/16/17,1.2998,0.21%,12/29/17,0.8335,-0.47%
12/12/16,67.431,-0.06%,1/30/17,6.8816,0.00%,2/15/17,1.2971,-0.59%,12/28/17,0.8374,-0.44%
12/11/16,67.47,0.00%,1/27/17,6.8816,0.00%,2/14/17,1.3048,-0.32%,12/27/17,0.8411,-0.26%
